example_id, text, aspect_term, term_location, class
3203_0,Overall the restaurant is more expensive than our other sushi favorites[comma] but everything was delicious.,sushi,56--61,0
3499_0,Not enough wines by the glass either.,wines by the glass,11--29,-1
694_0,I had the duck breast special on my last visit and it was incredible.,duck breast special,10--29,1
831_0,I must say it's a little pricey for the food because it was not as spectacular as the view.,food,40--44,-1
271_0,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,french indian fusion,20--40,1
271_1,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,dishes,66--72,1
2677_0,Just don't take the seat between the bar and the back half of the restaurant[comma] i saw a woman get nudged 40times sitting there.,seat,20--24,-1
2677_1,Just don't take the seat between the bar and the back half of the restaurant[comma] i saw a woman get nudged 40times sitting there.,bar,37--40,0
844_0,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,24--28,1
551_0,We were worried we would have trouble getting in[comma] but somehow managed to have a short wait.,wait,86--90,1
3709_0,My wife had the fried shrimp which are huge and loved it.,fried shrimp,16--28,1
1704_0,One should not go to Lucky Strike for the food.,food,42--46,-1
1196_0,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,4--11,-1
1196_1,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,table,112--117,-1
3689_0,We could only get through an appetizer and cheese fondue.,appetizer,29--38,0
3689_1,We could only get through an appetizer and cheese fondue.,cheese fondue,43--56,0
3472_0,Both times we waited well over a half hour for a table (even though we had reservations).,table,49--54,-1
3472_1,Both times we waited well over a half hour for a table (even though we had reservations).,reservations,75--87,-1
16_0,night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,manager,83--90,1
16_1,night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,reservation,16--27,0
16_2,night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,bar,51--54,0
16_3,night without a reservation[comma] we had to wait at the bar for a little while[comma] but the manager was so nice and made our wait a great experience.,wait,116--120,1
2253_0,Try the green curry!!!,green curry,8--19,1
3425_0,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,11--19,1
3425_1,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,appetizer,26--35,1
3425_2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,68--73,1
2698_0,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,68--75,1
2698_1,We were also seated promptly at the time of our reservation and the service was very quick and professional.,reservation,48--59,1
2496_0,You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,seat,30--34,1
2496_1,You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,currys (masaman[comma] green[comma] red),43--71,1
2496_2,You rarely have to wait for a seat and the currys (masaman[comma] green[comma] red) are full of flavor and come super spicy if you ask for it.,flavor,84--90,1
124_0,The food there are sastifying.,food,4--8,1
630_0,I highly recommend visiting this restaurant and having dinner and drinks!,dinner,55--61,1
630_1,I highly recommend visiting this restaurant and having dinner and drinks!,drinks,66--72,1
267_0,The bar is very well stocked with interesting beers and well priced wines.,bar,4--7,1
267_1,The bar is very well stocked with interesting beers and well priced wines.,beers,46--51,1
267_2,The bar is very well stocked with interesting beers and well priced wines.,wines,68--73,1
267_3,The bar is very well stocked with interesting beers and well priced wines.,priced,61--67,1
2657_0,Last memorial day[comma] I tried to make reservations but was told they were closed that weekend (interesting[comma] but...).,reservations,35--47,-1
920_0,The food was good.,food,4--8,1
2976_0,Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,wine selection,6--20,1
2976_1,Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,Gigondas,22--30,1
2976_2,Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,house champagne,59--74,1
2976_3,Great wine selection[comma] Gigondas is worth the price[comma] and the house champagne is a great value.,price,44--49,0
2408_0,at night[comma] but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.,music,110--115,-1
304_0,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,fish,53--57,1
3225_0,I particularly love their yellowfun tuna and their mussel selection.,yellowfun tuna,26--40,1
3225_1,I particularly love their yellowfun tuna and their mussel selection.,mussel selection,51--67,1
3154_0,I love to visit Murrays for my bagel fix.,bagel,31--36,1
2348_0,We made early dinner reservations and were thoroughly impressed[comma] reminds me of my grandfather[comma] its old school Italian scenery with lots of fun stuff to admire.,scenery,118--125,1
2348_1,We made early dinner reservations and were thoroughly impressed[comma] reminds me of my grandfather[comma] its old school Italian scenery with lots of fun stuff to admire.,dinner reservations,14--33,1
921_0,The place was nice and calm.,place,4--9,1
532_0,Cheese plate is a varied delight and great bargain at $10.,Cheese plate,0--12,1
1972_0,I could have drank 4 glasses of water and still been parched - so watch out.,glasses of water,21--37,0
553_0,When we sat[comma] we got great and fast service.,service,35--42,1
1681_0,Most of the servers are very attentive[comma] friendly and quite attractive.,servers,12--19,1
1734_0,Service is average.,Service,0--7,0
2558_0,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual),115--230,1
2558_1,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,specials,97--105,1
3683_0,They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,sandwich,14--22,0
3683_1,They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,plastic forks,39--52,0
3683_2,They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,pita,73--77,0
3683_3,They forgot a sandwich[comma] didn't include plastic forks[comma] and didn't include pita with the hummus platter.,hummus platter,87--101,0
2715_0,The steak is good[comma] the fish is good and the sushi was surprisingly great.,steak,4--9,1
2715_1,The steak is good[comma] the fish is good and the sushi was surprisingly great.,fish,23--27,1
2715_2,The steak is good[comma] the fish is good and the sushi was surprisingly great.,sushi,44--49,1
2295_0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza,61--66,1
3513_0,The service was poor[comma] restaurant poorly lit[comma] staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.,service,4--11,-1
3513_1,The service was poor[comma] restaurant poorly lit[comma] staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.,staff,45--50,-1
2192_0,My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,cocktails,63--72,1
2192_1,My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,decor,84--89,1
2192_2,My GF and I still choose to eat there a lot because of diverse cocktails[comma] the chill decor[comma] and the decent sushi.,sushi,106--111,1
2020_0,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,apple tarte tatin,56--73,1
2020_1,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,dinner,13--19,0
915_0,The buffet had a nice selection.,buffet,4--10,1
915_1,The buffet had a nice selection.,selection,22--31,1
1768_0,Waitstaff are very friendly.,Waitstaff,0--9,1
1664_0,Service was slow had to wait to order and get food although not crowded.,Service,0--7,-1
1664_1,Service was slow had to wait to order and get food although not crowded.,food,46--50,0
3690_0,Will have to return to try the chocolate!,chocolate,31--40,1
2827_0,The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,food,4--8,-1
2827_1,The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,service,32--39,-1
2827_2,The food was below average[comma] the service was pathetic[comma] there was no ambience at all.,ambience,67--75,-1
1585_0,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,SHOWS,21--26,1
1585_1,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ACTORS,41--47,1
2163_0,Our first time in New York and we had to try a New York Bagel.,New York Bagel,47--61,0
3443_0,service was efficient courteous.,service,0--7,1
412_0,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,miso soup,4--13,-1
412_1,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,fish,36--40,-1
412_2,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,flavor,21--27,-1
2154_0,They are the best bagels I've had.,bagels,18--24,1
1667_0,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,ambience,105--113,0
1667_1,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,food,119--123,0
426_0,Toons has recently been redone[comma] so it's now a very attractive space.,space,62--67,1
1964_0,$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,filets,11--17,0
1964_1,$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,sides,21--26,0
1964_2,$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,appetizer,31--40,0
1964_3,$160 for 2 filets[comma] 2 sides[comma] an appetizer and drinks.,drinks,45--51,0
3380_0,While the prices are nothing special[comma] the portions are huge.,prices,10--16,0
3380_1,While the prices are nothing special[comma] the portions are huge.,portions,42--50,1
3185_0,Its a nice quiet location to go eat a good meal[comma] relax[comma] be able to talk and have a very good time.,location,17--25,1
3185_1,Its a nice quiet location to go eat a good meal[comma] relax[comma] be able to talk and have a very good time.,meal,43--47,1
2651_0,We arrived for dinner expecting to be impressed by a place that has an impressive past - but[comma] that's just it -- the PAST!,dinner,15--21,0
718_0,However[comma] I think this place is a good hang out spot.,spot,47--51,1
2848_0,The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,menu,4--8,-1
2848_1,The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,food,102--106,1
2848_2,The menu is Prix Fixe[comma] so be prepared to spend at least $60 per person[comma] but it is Well worth itsuperb food.,Prix Fixe,12--21,0
523_0,The wine list is extensive and impressive.,wine list,4--13,1
1497_0,We had the most wonderful waitress.,waitress,26--34,1
2861_0,While the staff at this little bistro is very friendly[comma] I have never experienced more incompetency.,staff,10--15,1
2697_0,The quail was fantastic and unique and the pastas were full of flavor.,quail,4--9,1
2697_1,The quail was fantastic and unique and the pastas were full of flavor.,pastas,43--49,1
2697_2,The quail was fantastic and unique and the pastas were full of flavor.,flavor,63--69,1
1116_0,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,zucchini,4--12,1
1116_1,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,mashed potatoes,17--32,1
1116_2,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,garlic,48--54,1
1116_3,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,butter,59--65,1
3001_0,The staff is courteous and friendly.,staff,4--9,1
2067_0,Decor is nice though service can be spotty.,Decor,0--5,1
2067_1,Decor is nice though service can be spotty.,service,21--28,-1
2491_0,Aside from the rushed service[comma] we were very impressed with the food and the drinks.,service,22--29,-1
2491_1,Aside from the rushed service[comma] we were very impressed with the food and the drinks.,food,63--67,1
2491_2,Aside from the rushed service[comma] we were very impressed with the food and the drinks.,drinks,76--82,1
1045_0,Make sure you have the Spicy Scallop roll.. .,Spicy Scallop roll,23--41,1
2895_0,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,Indian dining experience,72--96,1
1650_0,This big draw is the all you can sushi here for $19.95!,sushi,33--38,1
1835_0,Some of the workers ignore me and talk to the female customers[comma] other times[comma] they've skipped my order.,workers,12--19,-1
1835_1,Some of the workers ignore me and talk to the female customers[comma] other times[comma] they've skipped my order.,order,96--101,-1
208_0,The specials are usually quite good too.,specials,4--12,1
1023_0,They've the best desserts and mixed drinks as well as snack foods.,desserts,17--25,1
1023_1,They've the best desserts and mixed drinks as well as snack foods.,mixed drinks,30--42,1
1023_2,They've the best desserts and mixed drinks as well as snack foods.,snack foods,54--65,1
85_0,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,chocolate mud cake (warmed),8--35,1
85_1,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,dulce de leche gelato,53--74,1
609_0,Really cool stauff inside.,stauff,12--18,1
3417_0,While the new restaurant still features much of the same classical furniture that made Tiffin so attractive[comma] the menu has been overhauled.,classical furniture,57--76,1
3417_1,While the new restaurant still features much of the same classical furniture that made Tiffin so attractive[comma] the menu has been overhauled.,menu,113--117,-1
602_0,The best burger I have had in the Village.,burger,9--15,1
909_0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,menu,63--67,0
488_0,I would have gotten some cole slaw and a knish if my stomach had more space.,cole slaw,25--34,0
488_1,I would have gotten some cole slaw and a knish if my stomach had more space.,knish,41--46,0
769_0,Three of us arrived for dinner about 5:30 on a week night without reservations.,dinner,24--30,0
769_1,Three of us arrived for dinner about 5:30 on a week night without reservations.,reservations,66--78,0
3026_0,The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,blond wood decor,4--20,1
3026_1,The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,sake,51--55,1
3026_2,The blond wood decor is very soothing[comma] the premium sake is excellent and the service is great.,service,77--84,1
2532_0,Your money could easily be better spent elsewhere (Anywhere).,money,5--10,0
1062_0,Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,bagel,38--43,-1
1062_1,Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,eggs,65--69,-1
1062_2,Only drawback - they won't toast your bagel[comma] and they don't make eggs for the bagel.,bagel,78--83,-1
552_0,As always we had a great glass of wine while we waited.,glass of wine,25--38,1
1722_0,The wait staff is pleasant[comma] fun[comma] and for the most part gorgeous (in the wonderful aesthetic beautification way[comma] not in that she's-way-cuter-than-me-that-b@#$* way).,wait staff,4--14,1
1218_0,Of course this atmosphere is lacking[comma] but what do you expect from a 24 hour bagel place anyways?,atmosphere,15--25,-1
1218_1,Of course this atmosphere is lacking[comma] but what do you expect from a 24 hour bagel place anyways?,bagel,76--81,0
509_0,Service was very good and warm.,Service,0--7,1
2318_0,For dinner I had the chicken tikka-masala and some garlic naan.,chicken tikka-masala,21--41,0
2318_1,For dinner I had the chicken tikka-masala and some garlic naan.,garlic naan,51--62,0
2318_2,For dinner I had the chicken tikka-masala and some garlic naan.,dinner,4--10,0
2676_0,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,dinner,149--155,1
2676_1,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,setting,126--133,1
3317_0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,Food,0--4,1
3317_1,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,view,22--26,1
3527_0,The food is nothing like its menu description.,food,4--8,-1
3527_1,The food is nothing like its menu description.,menu description,29--45,-1
1387_0,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Pad Se-Ew,8--17,1
1387_1,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,Chicken with Cashew Nuts,21--45,1
3629_0,It's just O.K. pizza.,pizza,15--20,0
594_0,The food is decent at best[comma] and the ambience[comma] well[comma] it's a matter of opinion[comma] some may consider it to be a sweet thing[comma] I thought it was just annoying.,food,4--8,0
2620_0,The service was a bit slow[comma] but they were very friendly.,service,4--11,-1
2871_0,Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,specials,95--103,1
2871_1,Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,atmosphere,123--133,1
2871_2,Leon is an East Village gem: casual but hip[comma] with well prepared basic French bistro fare[comma] good specials[comma] a warm and lively atmosphere.,French bistro fare,70--88,1
46_0,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,4--8,1
656_0,Thius is a must for anyone who loves Shabu-Shabu.,Shabu-Shabu,37--48,1
1301_0,The food was absolutely horrible!,food,4--8,-1
3539_0,Similar to other Indian restaurants[comma] they use the dinner special to attract customers at the door.,dinner special,50--64,0
3134_0,The people with carts of food don't understand you because they don't speak English[comma] their job is to give you the delicious food you point at.,food,124--128,1
3134_1,The people with carts of food don't understand you because they don't speak English[comma] their job is to give you the delicious food you point at.,people with carts of food,4--29,-1
2643_0,The crackling calamari salad[comma] which is usually a cheap disaster at many restaurants[comma] is crispy and lightly dressed.,crackling calamari salad,4--28,1
1655_0,Not the greatest sushi place[comma] but excellent for a $19.95 all you can eat.,sushi place,17--28,-1
1935_0,Shockingly easy to throw a group dinner here: simple contract[comma] deposit only to hold the date the entire 2nd fl mezz for our grp of 20.,group dinner,27--39,0
1254_0,The Thai ice tea was amazingly smooth and yummy!,Thai ice tea,4--16,1
3021_0,We've never had any problems with the staff but maybe we've been lucky?,staff,38--43,1
1665_0,Drinks way over priced.,Drinks,0--6,-1
1665_1,Drinks way over priced.,priced,16--22,-1
2432_0,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,noise level,98--109,-1
2432_1,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,guy,48--51,-1
2230_0,What I didn't like was how the food came right after it was ordered.,food,31--35,-1
574_0,Moderate prices.,prices,9--15,0
3229_0,I think I've had some the best meals of my life at minnow.,meals,31--36,1
2070_0,Most importantly[comma] food is excellent.,food,18--22,1
2671_0,Great roofdeck[comma] nice group of 30 somethings[comma] but no music[comma] kind of quiet.,roofdeck,6--14,1
2671_1,Great roofdeck[comma] nice group of 30 somethings[comma] but no music[comma] kind of quiet.,music,52--57,-1
335_0,The best part of the experience was knowing that the manager (a bubbly[comma] friendly young woman with a great smile) truly cared about how we were doing.,manager,53--60,1
1845_0,However[comma] service was as plain as sesame crusted Salmon I had.,service,9--16,0
1845_1,However[comma] service was as plain as sesame crusted Salmon I had.,sesame crusted Salmon,33--54,0
149_0,It's great to go for a quick lunch either alone or with a friend.,lunch,29--34,1
3571_0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,4--8,0
3571_1,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,54--61,-1
877_0,So some of the reviews here are accurate about the crowd and noise.,crowd,51--56,-1
877_1,So some of the reviews here are accurate about the crowd and noise.,noise,61--66,-1
2415_0,You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,eats,96--100,1
2415_1,You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,drinks,105--111,1
2415_2,You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,setting,127--134,1
8_0,The service was terrible[comma] we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.,service,4--11,-1
8_1,The service was terrible[comma] we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.,served,140--146,-1
1713_0,Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,atmosphere,60--70,1
1713_1,Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,people,112--118,1
1713_2,Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,food,138--142,1
946_0,We only ordered desserts and drinks[comma] but no refills were offered.,desserts,16--24,0
946_1,We only ordered desserts and drinks[comma] but no refills were offered.,drinks,29--35,0
303_0,I have been here a few times for dinner[comma] once for brunch and twice for lunch.,dinner,33--39,0
303_1,I have been here a few times for dinner[comma] once for brunch and twice for lunch.,brunch,50--56,0
303_2,I have been here a few times for dinner[comma] once for brunch and twice for lunch.,lunch,71--76,0
982_0,the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,menu,23--27,0
982_1,the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,beef cubes,45--55,1
982_2,the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,chicken with chili and lemon grass,63--97,1
1323_0,The music is the best among all the Indian restaurants I have visited.,music,4--9,1
2899_0,The bread and lamb chops I had before the meal were quite good[comma] however.,bread,4--9,1
2899_1,The bread and lamb chops I had before the meal were quite good[comma] however.,lamb chops,14--24,1
2899_2,The bread and lamb chops I had before the meal were quite good[comma] however.,meal,42--46,0
584_0,Rao's has the best service and atmosphere in NYC.,service,19--26,1
584_1,Rao's has the best service and atmosphere in NYC.,atmosphere,31--41,1
2906_0,instead ordered an ice cold beer which to me works with indian.,beer,28--32,1
3048_0,They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,noodles,36--43,-1
3048_1,They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,sugar,75--80,-1
3048_2,They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,dishes,96--102,-1
1322_0,one of the best Chicken Tikka Masala.,Chicken Tikka Masala,16--36,1
2089_0,Excellent dumplings served amid clean[comma] chic decor.,dumplings,10--19,1
2089_1,Excellent dumplings served amid clean[comma] chic decor.,decor,44--49,1
184_0,The kitchen however[comma] is almost always slow.,kitchen,4--11,-1
3697_0,The corned beef and pastrami are excellent[comma] much less fatty than those big tourist places around Times Square.,corned beef,4--15,1
3697_1,The corned beef and pastrami are excellent[comma] much less fatty than those big tourist places around Times Square.,pastrami,20--28,1
2364_0,Cute place[comma] nice wait staff but would never go there again.,wait staff,17--27,1
2364_1,Cute place[comma] nice wait staff but would never go there again.,place,5--10,1
1328_0,Also[comma] the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected[comma] but a truly above and beyond thing to do...,hostess,10--17,1
3588_0,people are rude bit again it's new york!,people,0--6,-1
1482_0,The plain slice is great and if you get toppings[comma] the whole slice is topped with them[comma] not sparsely sprinkled on like some places.,plain slice,4--15,1
1482_1,The plain slice is great and if you get toppings[comma] the whole slice is topped with them[comma] not sparsely sprinkled on like some places.,toppings,40--48,1
1372_0,Service was also horrible and the ambience is not that great.,Service,0--7,-1
1372_1,Service was also horrible and the ambience is not that great.,ambience,34--42,-1
1602_0,Service is great[comma] takeout is good too.,Service,0--7,1
1602_1,Service is great[comma] takeout is good too.,takeout,18--25,1
1473_0,The pizza is overpriced and soggy.,pizza,4--9,-1
929_0,Everything is excellent[comma] the menu is quite extensive[comma] and you eat with a view on both sides of the city.,menu,29--33,1
929_1,Everything is excellent[comma] the menu is quite extensive[comma] and you eat with a view on both sides of the city.,view,73--77,1
1675_0,For the quality of food[comma] a little too expensive.,quality of food,8--23,-1
3220_0,Here's to the fake fish tanks too...,fish tanks,19--29,-1
2746_0,I've never had bad service and the fish is fresh and delicious.,service,19--26,1
2746_1,I've never had bad service and the fish is fresh and delicious.,fish,35--39,1
2718_0,The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,live jazz band,55--69,1
2718_1,The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,atmosphere,74--84,1
2718_2,The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,Lobster Cobb Salad,100--118,0
2063_0,we decided to eat in tea room which was small and cute.,tea room,21--29,1
2691_0,What an amazing meal and experience!,meal,16--20,1
350_0,Unique apppetizers.,apppetizers,7--18,1
2892_0,The staff has always been attentive and kind[comma] and I've always been amazed at how they've handled all the various different group sizes that come in.,staff,4--9,1
3227_0,IT is the best deal in town for a Monday night dinner at a fine restaurant.,dinner,47--53,1
3684_0,Also[comma] the sandwiches (nearing $7) didn't come with anything like chips or a side.,sandwiches,10--20,-1
3684_1,Also[comma] the sandwiches (nearing $7) didn't come with anything like chips or a side.,chips,65--70,0
3684_2,Also[comma] the sandwiches (nearing $7) didn't come with anything like chips or a side.,side,76--80,0
2104_0,The wait here is long for dim sum[comma] but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig[comma] this is a sleek (for Chinatown) alternative.,wait,4--8,-1
2104_1,The wait here is long for dim sum[comma] but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig[comma] this is a sleek (for Chinatown) alternative.,dim sum,26--33,0
2104_2,The wait here is long for dim sum[comma] but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig[comma] this is a sleek (for Chinatown) alternative.,dim sum atmosphere,98--116,0
2104_3,The wait here is long for dim sum[comma] but if you don't like sharing tables or if the typical raucous dim sum atmosphere is not your gig[comma] this is a sleek (for Chinatown) alternative.,tables,65--71,1
2037_0,This place has good potential[comma] but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,money,111--116,-1
2037_1,This place has good potential[comma] but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.,indian food,120--131,0
693_0,Everything is always cooked to perfection[comma] the service is excellent[comma] the decor cool and understated.,service,47--54,1
693_1,Everything is always cooked to perfection[comma] the service is excellent[comma] the decor cool and understated.,decor,73--78,1
3184_0,The Thai food is good.,Thai food,4--13,1
519_0,Great selection of wine[comma] and seafood.,selection of wine,6--23,1
519_1,Great selection of wine[comma] and seafood.,seafood,29--36,1
379_0,Acceptable prices.,prices,11--17,1
3005_0,we were seated at the sushi bar in front of yasuda.,sushi bar,22--31,0
3035_0,As I made the title[comma] it's an affordable restaurant for great taste.,taste,61--66,1
2233_0,Definitely not worth the price!,price,25--30,-1
905_0,Orsay[comma] is a very pleasnt throw back to traditional French food[comma] and French service as well.,French food,51--62,1
905_1,Orsay[comma] is a very pleasnt throw back to traditional French food[comma] and French service as well.,service,75--82,1
2965_0,It's easy to get a table for a large group and you don't get hustled out.,table,19--24,1
2405_0,Great food at reasonable prices.,food,6--10,1
2405_1,Great food at reasonable prices.,prices,25--31,1
1730_0,Salads are a delicious way to begin the meal.,Salads,0--6,1
1730_1,Salads are a delicious way to begin the meal.,meal,40--44,1
1120_0,I ordered tamarind duck and my wife ordered noodles with ground beef[comma] and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,tamarind duck,10--23,1
1120_1,I ordered tamarind duck and my wife ordered noodles with ground beef[comma] and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,noodles with ground beef,44--68,1
1120_2,I ordered tamarind duck and my wife ordered noodles with ground beef[comma] and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,dishes,112--118,1
1120_3,I ordered tamarind duck and my wife ordered noodles with ground beef[comma] and we were both delighted by the way the dishes evoked Thai flavors in unexpected ways.,Thai flavors,126--138,1
3314_0,If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,view,80--84,1
3516_0,The prices are about $9 for an entree for dinner and even less for lunch.,prices,4--10,1
3516_1,The prices are about $9 for an entree for dinner and even less for lunch.,entree,31--37,1
3516_2,The prices are about $9 for an entree for dinner and even less for lunch.,dinner,42--48,0
3516_3,The prices are about $9 for an entree for dinner and even less for lunch.,lunch,67--72,1
2799_0,and you can't beat the prices.,prices,23--29,1
1668_0,Should you happen to be impressed by the cuisine definitely try it.,cuisine,41--48,1
3264_0,I had the black cod with yuzu sauce[comma] which was wonderful.,black cod with yuzu sauce,10--35,1
2922_0,Prices too high for this cramped and unappealing resturant.,Prices,0--6,-1
1357_0,Total hipster-wannabe attitude in an otherwise sweet spot.,spot,53--57,1
1670_0,Yes[comma] there might be a wait if you have no reservations.,wait,22--26,-1
1670_1,Yes[comma] there might be a wait if you have no reservations.,reservations,42--54,0
